1070,1
3535,1
3612,1
4083,1
4317,1
4059,1
5587,1
25,1
5069,1
5691,1
914,1
4157,1
644,1
5048,1
5643,1
5656,1
4811,1
1982,1
413,1
4291,1
1427,1
3605,1
5259,1
5414,1
6234,1
435,1
2626,1
6031,1
4837,1
6243,1
6018,1
2864,1
941,1
5034,1
232,1
2611,1
4256,1
1265,1
928,1
3759,1
2174,1
483,1
5892,1
3839,1
80,1
876,1
5043,1
6089,1
4117,1
1951,1
1995,1
5158,1
4506,1
2682,1
1130,1
4205,1
3575,1
1339,1
4806,1
5539,1
4620,1
1367,1
1770,1
5858,1
2095,1
6134,1
5250,1
406,1
4336,1
1711,1
1648,1
4269,1
2065,1
3250,1
1683,1
3631,1
5505,1
5421,1
2774,1
3621,1
4729,1
4842,1
1493,1
4151,1
2604,1
3378,1
1336,1
3397,1
4304,1
1474,1
5802,1
3877,1
1256,1
1895,1
5138,1
5890,1
2781,1
1077,1
5389,1
3772,1
5751,1
344,1
1988,1
4592,1
5380,1
1189,1
2660,1
1722,1
4734,1
773,1
1939,1
5290,1
1495,1
5650,1
3714,1
2551,1
1831,1
1545,1
1680,1
2676,1
3817,1
5372,1
2136,1
5881,1
4253,1
137,1
3590,1
5060,1
379,1
2950,1
6191,1
4881,1
6047,1
2022,1
2662,1
3274,1
5487,1
6059,1
3359,1
2704,1
2694,1
3824,1
2589,1
5089,1
882,1
5042,1
1584,1
324,1
5500,1
848,1
2296,1
5024,1
5740,1
3588,1
1998,1
1518,1
3490,1
4505,1
4603,1
1712,1
2245,1
5021,1
6057,1
3224,1
13,1
5523,1
3234,1
1691,1
3297,1
536,1
3148,1
3499,1
994,1
1011,1
1184,1
1292,1
581,1
3126,1
775,1
3106,1
1536,1
5971,1
3430,1
6255,1
1986,1
1202,1
100,1
1107,1
5600,1
6105,1
5580,1
5379,1
722,1
3975,1
1876,1
4923,1
5120,1
1443,1
1444,1
4948,1
5932,1
1133,1
5190,1
2348,1
5755,1
2173,1
5312,1
3194,1
2456,1
2284,1
3737,1
5884,1
316,1
4674,1
4762,1
1325,1
5436,1
5995,1
2930,1
5720,1
2489,1
5458,1
4038,1
3360,1
6096,1
4552,1
2926,1
6045,1
5093,1
1594,1
1241,1
1442,1
3317,1
5165,1
4391,1
2171,1
3744,1
5707,1
6187,1
2331,1
3628,1
608,1
2060,1
5655,1
1638,1
1266,1
1710,1
3547,1
4072,1
14,1
4149,1
3802,1
3848,1
3694,1
4572,1
5757,1
2454,1
6061,1
4239,1
4446,1
4918,1
5708,1
3952,1
5614,1
1080,1
3001,1
3851,1
5829,1
5222,1
5940,1
2550,1
5228,1
5703,1
3254,1
1871,1
4096,1
4658,1
3478,1
5960,1
956,1
104,1
2778,1
1134,1
727,1
3581,1
1632,1
4264,1
885,1
3193,1
5156,1
4175,1
1672,1
2536,1
1211,1
1460,1
541,2
2642,2
1146,2
4768,2
889,2
2989,2
2326,2
1893,2
5866,2
302,2
5602,2
1126,2
92,2
4489,2
4102,2
1656,2
898,2
6244,2
532,2
6282,2
1216,2
203,2
1577,2
5037,2
573,2
3039,2
584,2
1043,2
526,2
3147,3
1067,3
241,3
2440,3
4402,3
437,3
706,3
28,3
29,3
996,3
4026,3
500,3
91,3
5828,3
3710,3
3431,3
5357,3
2304,3
5479,3
3270,4
2184,4
645,4
892,4
2757,4
2590,4
3004,4
1544,4
4856,4
4676,4
4731,4
5695,4
563,4
4664,4
1766,4
1612,4
3922,4
2364,4
6194,4
407,4
982,4
1253,4
4999,4
5961,4
3371,4
3931,4
997,5
3519,5
3989,5
2505,5
5937,5
4692,5
5270,5
2398,5
2361,5
3471,5
4761,5
2494,5
739,5
3956,5
2262,5
2777,5
5931,5
3897,5
4207,5
4431,5
4232,5
3321,5
2559,5
5675,5
5332,5
192,5
193,5
3599,5
3174,5
4467,5
4639,5
1668,5
4771,5
5548,5
1751,5
5273,5
4908,5
5834,5
5277,5
5279,5
3206,5
4356,5
3765,5
1360,5
3223,5
3406,5
6288,5
4921,5
1167,5
4098,5
1627,5
6277,5
5597,5
3850,5
249,5
1308,5
4680,5
466,5
102,5
4194,5
4143,5
5499,5
5590,5
631,5
433,5
3885,5
4337,5
1780,5
4106,5
5257,5
3429,5
1653,5
2576,5
5356,5
5077,5
3627,5
6060,5
3129,5
5578,5
5149,5
1254,5
4433,5
3607,5
1068,5
5568,5
3344,5
455,5
4236,5
5630,5
948,5
3074,5
1950,5
2944,5
3063,5
3025,5
3728,5
972,5
1326,5
4000,5
3311,5
1984,5
3626,5
4725,5
689,5
1989,5
4301,5
5292,5
352,6
2936,6
5827,6
3127,6
360,6
4735,6
1924,6
4389,6
1663,6
4058,6
367,7
146,7
7,7
753,7
177,7
145,7
1317,7
149,7
129,7
122,7
762,7
176,7
251,7
586,7
248,7
5,7
179,7
559,7
123,7
264,7
424,7
1787,7
252,7
125,7
250,7
4,7
1669,7
127,7
144,7
8,7
1907,7
9,7
247,7
147,7
427,7
353,7
856,7
174,7
3,7
667,7
369,7
124,7
390,7
175,7
2001,7
3615,7
1228,7
126,7
228,7
1090,7
962,7
731,7
2881,7
180,7
3813,7
3338,7
133,7
1193,7
1896,7
3149,7
418,7
4813,7
158,7
1649,7
1089,7
1398,7
1022,7
2068,7
1387,7
1549,7
78,7
4203,7
4277,8
3058,8
143,8
2205,8
3220,8
548,8
554,8
4516,8
665,8
148,8
1245,8
422,8
2396,8
1670,8
1540,8
1541,8
3096,8
1289,8
3323,8
2039,8
5171,8
5677,8
3801,8
1338,8
325,8
111,8
2069,8
3463,8
3417,8
478,8
485,8
480,8
507,8
2358,8
2492,8
852,8
938,8
253,8
257,8
1301,8
1305,8
1749,8
1556,8
700,8
2617,8
3558,8
3266,8
1868,8
718,8
243,8
2195,8
2193,8
326,8
922,8
2281,8
3963,8
3962,8
3981,8
4793,8
918,8
423,8
3350,8
1454,8
629,8
1429,8
3296,8
4204,8
2337,8
450,8
38,8
2007,8
1426,8
4635,8
3363,8
2292,8
298,8
3982,8
108,8
2038,8
886,8
736,8
737,8
2659,8
2411,8
2593,8
351,8
2086,8
381,8
387,8
2356,8
1522,8
693,8
2032,8
717,8
695,8
4036,8
924,8
382,8
2345,8
3034,8
1223,8
3156,8
2347,8
2653,8
1827,8
979,8
866,8
635,8
750,8
385,8
751,8
31,8
2237,8
1402,8
3260,8
1212,8
3080,8
1904,8
3849,8
2338,8
5645,8
1724,8
2719,8
1866,8
637,8
873,8
2581,8
2392,8
1547,8
3346,8
4684,8
4176,8
2248,8
820,8
759,8
2710,8
919,8
2948,8
823,8
1323,8
2646,8
1039,8
2958,8
1786,8
1176,8
607,8
613,8
2453,8
355,8
968,8
49,8
21,8
4081,8
937,8
3738,8
1792,8
2377,8
